0.081, 0.167
0.113, 0.221
0.152, 0.285
0.212, 0.368
0.290, 0.433
0.411, 0.509
0.592, 0.521
0.868, 0.508
1.190, 0.432
1.658, 0.334
2.163, 0.253
2.821, 0.183
3.444, 0.126
4.493, 0.087
5.863, 0.051
7.651, 0.029
10.670, 0.014
14.881, 0.007
20.076, 0.003
25.769, 0.002
34.198, 0.001
47.698, 0.000
